"relative_path","bytes","last_write_time"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\54_gross_text_stacking_20260521\gross_text_stacking_summary.partial.csv","1379","2026-05-21T02:50:54"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\54_gross_text_stacking_20260521\numeric_only_ng11_mindf1__accuracy\overall_metrics.json","440","2026-05-21T02:50:32"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\54_gross_text_stacking_20260521\numeric_only_ng11_mindf1__balanced_accuracy\overall_metrics.json","458","2026-05-21T02:50:30"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\54_gross_text_stacking_20260521\numeric_only_ng11_mindf1__f1\overall_metrics.json","425","2026-05-21T02:44:29"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\oracle_hard_gross_text_summary.csv","21922","2026-05-21T03:01:21"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\oracle_hard_gross_text_summary.partial.csv","21922","2026-05-21T03:01:21"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\train_allhard_apply_allhard__gross_hand__accuracy\overall_metrics.json","604","2026-05-21T02:58:32"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\train_allhard_apply_allhard__gross_hand__balanced_accuracy\overall_metrics.json","622","2026-05-21T02:58:29"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\train_allhard_apply_allhard__gross_hand__f1\overall_metrics.json","604","2026-05-21T02:58:39"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\train_allhard_apply_allhard__gross_hand_text__accuracy\overall_metrics.json","614","2026-05-21T02:58:56"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\train_allhard_apply_allhard__gross_hand_text__balanced_accuracy\overall_metrics.json","632","2026-05-21T02:58:49"
"03_local_result_summaries\batch1_batch2_task567_20260514\task7_gross_feature_runs\55_oracle_hard_gross_text_calibrator_20260521\train_allhard_apply_allhard__gross_hand_text__f1\overall_metrics.json","602","2026-05-21T02:59:09"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__frozen_inputs__gross_boundary_aux_20260520__task7_gross_boundary_aux_label_summary_20260520.csv","738","2026-05-20T14:39:34"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__02_third_logreg_fast_20260521__best_logreg_holdout_metrics_by_subtype.csv","139","2026-05-21T21:23:46"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__02_third_logreg_fast_20260521__third_adaptation_logreg_fast_report.json","3633","2026-05-21T21:23:46"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__02_third_logreg_fast_20260521__third_adaptation_logreg_fast_split_summary.csv","525","2026-05-21T21:23:46"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__02_third_logreg_fast_20260521__third_adaptation_logreg_fast_summary.csv","64369","2026-05-21T21:23:46"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__03_third_threshold_calibration_20260521__third_threshold_calibration_summary.csv","7248","2026-05-21T21:26:16"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__07_adapt72_highfocus_vitb14_whole_finetune_20260521__fold_1__fold_summary.json","1142","2026-05-21T22:27:31"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__08_adapt72_highfocus_torch_mlp_20260521__best_torch_mlp_subtype_metrics.csv","139","2026-05-21T22:34:30"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__08_adapt72_highfocus_torch_mlp_20260521__torch_mlp_report.json","1331","2026-05-21T22:34:30"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__08_adapt72_highfocus_torch_mlp_20260521__torch_mlp_summary.csv","12071","2026-05-21T22:34:30"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__09_adapt72_highfocus_blend_orig_logreg_20260521__best_blend_subtype_metrics.csv","138","2026-05-21T22:36:38"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__09_adapt72_highfocus_blend_orig_logreg_20260521__blend_orig_logreg_summary.csv","12317","2026-05-21T22:36:38"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__09_adapt72_highfocus_blend_orig_logreg_20260521__blend_report.json","1265","2026-05-21T22:36:38"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__10_adapt72_highfocus_vitb14_crop_finetune_20260521__fold_1__fold_summary.json","1142","2026-05-21T23:49:41"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__11_unified_two_stage_adapt72_20260521__base_candidate_summary.csv","16509","2026-05-21T22:59:47"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__13_unified_two_stage_tiny_policy_20260521__selected_holdout_metrics_by_subtype.csv","155","2026-05-21T23:34:07"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__13_unified_two_stage_tiny_policy_20260521__tiny_two_stage_policy_summary.csv","1425143","2026-05-21T23:34:07"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__13_unified_two_stage_tiny_policy_20260521__tiny_two_stage_report.json","6375","2026-05-21T23:34:07"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__14_adapt72_fast_feature_heads_20260521__fast_feature_head_all_results.csv","156540","2026-05-21T23:49:05"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__14_adapt72_fast_feature_heads_20260521__fast_feature_head_report.json","4568","2026-05-21T23:49:05"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__14_adapt72_fast_feature_heads_20260521__fast_feature_head_summary.csv","154236","2026-05-21T23:49:05"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__16_crop_fusion_val_selected_20260521__val_selected_fusion_summary.csv","7197","2026-05-21T23:52:46"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__17_adaptation_profile_scan_20260521__adaptation_profile_scan_report.json","4854","2026-05-22T00:04:55"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__17_adaptation_profile_scan_20260521__adaptation_profile_scan_subtype_metrics.csv","53723","2026-05-22T00:04:55"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__17_adaptation_profile_scan_20260521__adaptation_profile_scan_summary.csv","66057","2026-05-22T00:04:55"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__18_adapt180_stability_20260521__adapt180_stability_report.json","3562","2026-05-22T00:09:25"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__18_adapt180_stability_20260521__adapt180_stability_subtype_metrics.csv","1391","2026-05-22T00:09:25"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__18_adapt180_stability_20260521__adapt180_stability_summary.csv","4155","2026-05-22T00:09:25"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__extratrees_3__r1__accuracy.csv","786","2026-05-22T00:12:57"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__extratrees_3__r1__balanced_accuracy.csv","821","2026-05-22T00:13:53"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__extratrees_5__r1__accuracy.csv","761","2026-05-22T00:14:51"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__extratrees_5__r1__balanced_accuracy.csv","826","2026-05-22T00:15:49"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__logreg_0.0003__r4__accuracy.csv","746","2026-05-22T00:11:37"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__logreg_0.0003__r4__balanced_accuracy.csv","816","2026-05-22T00:11:47"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__logreg_0.001__r2__accuracy.csv","803","2026-05-22T00:11:55"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__fold_metrics__logreg_0.001__r2__balanced_accuracy.csv","851","2026-05-22T00:12:02"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__third_outer_cv_report.json","3700","2026-05-22T00:15:49"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__third_outer_cv_subtype_metrics.csv","1907","2026-05-22T00:15:49"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__19_third_outer_cv_with_old_20260521__third_outer_cv_summary.csv","1105","2026-05-22T00:15:49"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__20_old_guardrail_summary_20260522__task7_old_guardrail_summary_20260522.json","4890","2026-05-22T00:22:25"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__21_no64_guarded_adapt_overlay_20260522__no64_guarded_adapt_overlay_report.json","6088","2026-05-22T00:28:54"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__21_no64_guarded_adapt_overlay_20260522__no64_guarded_overlay_summary_2026-05-22.md","984","2026-05-22T00:30:43"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__22_no64_overlay_highrisk_protect_20260522__highrisk_protected_overlay_report.json","5052","2026-05-22T00:37:34"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__23_no64_guarded_dual_overlay_20260522__dual_overlay_report.json","5230","2026-05-22T00:44:53"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__24_no64_guarded_dual_overlay_tiny_20260522__dual_overlay_tiny_report.json","5234","2026-05-22T00:46:22"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__25_no64_adapt_tuned_overlay_20260522__adapt_tuned_overlay_report.json","7579","2026-05-22T00:51:02"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__26_no64_meta_overlay_20260522__meta_candidate_oof_summary.csv","5765","2026-05-22T00:59:11"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__26_no64_meta_overlay_fast_20260522__meta_overlay_fast_report.json","8458","2026-05-22T01:06:14"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__27_no64_adapt_hl_crop_lh_overlay_20260522__adapt_hl_crop_lh_overlay_report.json","1317","2026-05-22T01:16:01"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__27_no64_adapt_hl_crop_lh_overlay_20260522__crop_candidate_oof_summary.csv","1560","2026-05-22T01:15:06"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__28_no64_selected_plus_crop_rescue_20260522__selected_plus_crop_rescue_report.json","4966","2026-05-22T01:18:43"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__29_no64_crop_rescue_corrector_20260522__crop_rescue_lowcase_oof_summary.csv","11869","2026-05-22T01:28:11"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__29_no64_crop_rescue_corrector_20260522__crop_rescue_overlay_fast_report.json","5707","2026-05-22T01:36:23"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__31_crop_finetune_full_oof_summary_majority_vote_20260522__crop_finetune_full_oof_report.json","5026","2026-05-22T13:03:07"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__31_crop_finetune_full_oof_summary_majority_vote_20260522__crop_finetune_full_oof_subtype_metrics.csv","690","2026-05-22T13:03:08"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__31_crop_finetune_full_oof_summary_max_prob_20260522__crop_finetune_full_oof_report.json","4961","2026-05-22T13:03:06"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__31_crop_finetune_full_oof_summary_max_prob_20260522__crop_finetune_full_oof_subtype_metrics.csv","675","2026-05-22T13:03:06"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__31_crop_finetune_full_oof_summary_mean_20260522__crop_finetune_full_oof_report.json","4957","2026-05-22T13:03:04"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__31_crop_finetune_full_oof_summary_mean_20260522__crop_finetune_full_oof_subtype_metrics.csv","675","2026-05-22T13:03:05"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__32_selected_plus_crop_finetune_rescue_20260522__crop_finetune_rescue_report.json","3038","2026-05-22T13:05:38"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__33_selected_plus_crop_finetune_margin_rescue_20260522__crop_margin_rescue_report.json","5212","2026-05-22T13:08:41"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__36_crop_norep_lastblock_summary_20260522__majority_vote__crop_finetune_full_oof_report.json","5048","2026-05-22T15:38:55"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__36_crop_norep_lastblock_summary_20260522__majority_vote__crop_finetune_full_oof_subtype_metrics.csv","739","2026-05-22T15:38:55"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__36_crop_norep_lastblock_summary_20260522__max_prob__crop_finetune_full_oof_report.json","5044","2026-05-22T15:38:52"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__36_crop_norep_lastblock_summary_20260522__max_prob__crop_finetune_full_oof_subtype_metrics.csv","739","2026-05-22T15:38:53"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__36_crop_norep_lastblock_summary_20260522__mean__crop_finetune_full_oof_report.json","5040","2026-05-22T15:38:50"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__36_crop_norep_lastblock_summary_20260522__mean__crop_finetune_full_oof_subtype_metrics.csv","739","2026-05-22T15:38:51"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__37_selected_plus_crop_norep_lastblock_rescue_20260522__norep_crop_margin_rescue_report.json","4742","2026-05-22T15:42:54"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__39_whole_norep_lastblock_summary_20260522__majority_vote__crop_finetune_full_oof_report.json","4858","2026-05-22T16:32:25"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__39_whole_norep_lastblock_summary_20260522__majority_vote__crop_finetune_full_oof_subtype_metrics.csv","751","2026-05-22T16:32:26"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__39_whole_norep_lastblock_summary_20260522__max_prob__crop_finetune_full_oof_report.json","4841","2026-05-22T16:32:26"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__39_whole_norep_lastblock_summary_20260522__max_prob__crop_finetune_full_oof_subtype_metrics.csv","751","2026-05-22T16:32:26"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__39_whole_norep_lastblock_summary_20260522__mean__crop_finetune_full_oof_report.json","4837","2026-05-22T16:32:26"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__39_whole_norep_lastblock_summary_20260522__mean__crop_finetune_full_oof_subtype_metrics.csv","751","2026-05-22T16:32:26"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__42_whole_norep_headonly_summary_20260522__majority_vote__crop_finetune_full_oof_report.json","4854","2026-05-22T17:43:10"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__42_whole_norep_headonly_summary_20260522__majority_vote__crop_finetune_full_oof_subtype_metrics.csv","724","2026-05-22T17:43:10"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__42_whole_norep_headonly_summary_20260522__max_prob__crop_finetune_full_oof_report.json","4849","2026-05-22T17:43:10"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__42_whole_norep_headonly_summary_20260522__max_prob__crop_finetune_full_oof_subtype_metrics.csv","724","2026-05-22T17:43:10"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__42_whole_norep_headonly_summary_20260522__mean__crop_finetune_full_oof_report.json","4845","2026-05-22T17:43:11"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__42_whole_norep_headonly_summary_20260522__mean__crop_finetune_full_oof_subtype_metrics.csv","724","2026-05-22T17:43:11"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__44_old_third_unified_feature_cv_20260523__unified_feature_cv_report.json","16069","2026-05-23T14:50:04"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__44_old_third_unified_feature_cv_20260523__unified_feature_cv_summary.csv","73204","2026-05-23T14:50:03"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__48_no64_selected_plus_allthird_headonly_rescue_20260523__headonly_low_to_high_rescue_report.json","8446","2026-05-23T15:35:35"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__48_no64_selected_plus_allthird_headonly_rescue_20260523__top_holdout_acc_audit.csv","9720","2026-05-23T15:35:35"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__48_no64_selected_plus_allthird_headonly_rescue_20260523__top_holdout_bacc_audit.csv","9720","2026-05-23T15:35:35"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__49_no64_selected_plus_allthird_headonly_high_to_low_20260523__headonly_high_to_low_report.json","8554","2026-05-23T15:37:30"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__49_no64_selected_plus_allthird_headonly_high_to_low_20260523__top_holdout_acc_audit.csv","18391","2026-05-23T15:37:30"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__49_no64_selected_plus_allthird_headonly_high_to_low_20260523__top_holdout_bacc_audit.csv","18391","2026-05-23T15:37:30"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__52_old_third_no64_meta_stack_20260523__no64_meta_stack_cv_report.json","52421","2026-05-23T17:07:58"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__52_old_third_no64_meta_stack_20260523__no64_meta_stack_cv_summary.csv","41921","2026-05-23T17:07:58"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__52_old_third_no64_meta_stack_20260523__no64_meta_stack_cv_summary.partial.csv","14566","2026-05-23T17:01:34"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__53_old_third_no64_meta_stack_full_prob_20260523__no64_meta_stack_cv_report.json","52930","2026-05-23T17:14:16"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__53_old_third_no64_meta_stack_full_prob_20260523__no64_meta_stack_cv_summary.csv","149174","2026-05-23T17:14:15"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__54_old_third_dinov3_vitb16_wpc_20260523__dinov3_feature_cv_report.json","17054","2026-05-23T18:20:13"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__54_old_third_dinov3_vitb16_wpc_20260523__dinov3_feature_cv_summary.csv","86078","2026-05-23T18:20:13"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__55_old_third_dinov3_vitb16_token_wpc512_20260523__dinov3_feature_cv_report.json","17625","2026-05-23T18:20:15"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__55_old_third_dinov3_vitb16_token_wpc512_20260523__dinov3_feature_cv_summary.csv","85895","2026-05-23T18:20:14"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__57_old_third_no64_meta_stack_dinov3token_20260523__no64_meta_stack_cv_report.json","52958","2026-05-23T18:20:16"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__57_old_third_no64_meta_stack_dinov3token_20260523__no64_meta_stack_cv_summary.csv","446904","2026-05-23T18:20:16"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__58_old_third_dinov3_convnextb_wpc512_20260523__dinov3_feature_cv_report.json","17480","2026-05-23T18:20:18"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__58_old_third_dinov3_convnextb_wpc512_20260523__dinov3_feature_cv_summary.csv","85686","2026-05-23T18:20:17"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__64_dinov3_vitb16_task7_whole352_lastblock_lowlr_5fold_20260523__cv_fold_summary.csv","521","2026-05-23T21:39:21"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__64_dinov3_vitb16_task7_whole352_lastblock_lowlr_5fold_20260523__oof_domain_metrics_mean.csv","1305","2026-05-23T21:39:21"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__64_dinov3_vitb16_task7_whole352_lastblock_lowlr_5fold_20260523__oof_metrics.csv","785","2026-05-23T21:39:20"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__65_old_third_no64_meta_stack_plus_dinov3whole_ft_20260523__no64_meta_stack_cv_report.json","53140","2026-05-23T21:39:23"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__65_old_third_no64_meta_stack_plus_dinov3whole_ft_20260523__no64_meta_stack_cv_summary.csv","150842","2026-05-23T21:39:22"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__66_dinov3_vitl16_task7_whole352_lastblock_lowlr_5fold_20260523__cv_fold_summary.csv","528","2026-05-23T21:58:04"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__66_dinov3_vitl16_task7_whole352_lastblock_lowlr_5fold_20260523__oof_domain_metrics_mean.csv","1323","2026-05-23T21:58:03"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__66_dinov3_vitl16_task7_whole352_lastblock_lowlr_5fold_20260523__oof_metrics.csv","789","2026-05-23T21:58:02"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__67_old_third_no64_meta_stack_plus_dinov3vitl_ft_20260523__no64_meta_stack_cv_report.json","52501","2026-05-23T22:02:07"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__67_old_third_no64_meta_stack_plus_dinov3vitl_ft_20260523__no64_meta_stack_cv_summary.csv","150751","2026-05-23T22:02:06"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__72_old_third_dinov3_vitl16_crop352_token_feature_cv_20260523__dinov3_feature_cv_report.json","17488","2026-05-23T22:55:18"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__72_old_third_dinov3_vitl16_crop352_token_feature_cv_20260523__dinov3_feature_cv_summary.csv","84677","2026-05-23T22:55:18"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__73_old_third_dinov3_convnextb_wpc352_feature_cv_20260523__dinov3_feature_cv_summary.csv","85477","2026-05-23T23:50:52"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__74_old_third_siglip_vitb384_wpc_feature_cv_20260524__dinov3_feature_cv_report.json","17591","2026-05-24T00:42:47"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__74_old_third_siglip_vitb384_wpc_feature_cv_20260524__dinov3_feature_cv_summary.csv","87389","2026-05-24T00:42:46"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_adaptation_runs__75_grosspath_rc_v2_domain_robust_finetune_inputs_20260526__input_summary.csv","333","2026-05-27T00:23:24"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__01_third_batch_64style_image_only_20260521__external_64style_report.json","3270","2026-05-21T15:33:40"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__01_third_batch_64style_image_only_20260521__old_oof_candidate_summary.csv","3454","2026-05-21T15:34:21"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__01_third_batch_64style_image_only_20260521__third_batch_external_metrics_by_subtype.csv","325","2026-05-21T15:34:23"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__02_third_batch_rawtop_stack_20260521__external_rawtop_stack_report.json","918","2026-05-21T15:34:25"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__02_third_batch_rawtop_stack_20260521__third_batch_rawtop_stack_external_summary.csv","3945","2026-05-21T15:34:25"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__03_third_batch_crop_64style_20260521__external_64style_report.json","3247","2026-05-21T17:21:06"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__03_third_batch_crop_64style_20260521__old_oof_candidate_summary.csv","3446","2026-05-21T17:21:48"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__03_third_batch_crop_64style_20260521__third_batch_external_metrics_by_subtype.csv","325","2026-05-21T17:21:50"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__04_third_batch_whole_plus_crop_64style_20260521__external_64style_report.json","3238","2026-05-21T17:53:36"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__04_third_batch_whole_plus_crop_64style_20260521__old_oof_candidate_summary.csv","3436","2026-05-21T17:54:16"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__04_third_batch_whole_plus_crop_64style_20260521__third_batch_external_metrics_by_subtype.csv","323","2026-05-21T17:54:21"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__05_feature_variant_fast_compare_20260521__feature_variant_fast_compare_summary.csv","16360","2026-05-21T17:53:03"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__06_third_batch_whole_plus_crop_rawtop_stack_20260521__external_rawtop_stack_report.json","918","2026-05-21T17:57:53"
"03_local_result_summaries_flat\batch1_batch2_task567_20260514__task7_external_runs__06_third_batch_whole_plus_crop_rawtop_stack_20260521__third_batch_rawtop_stack_external_summary.csv","3854","2026-05-21T17:57:54"
