n,base_accuracy,base_balanced_accuracy,base_auc,stage1_accept_n,stage1_accept_rate,stage2_accept_n,stage2_accept_rate,reject_n,reject_rate,automated_n,automated_rate,rescued_n,hurt_n,rescued_fn_n,rescued_fp_n,hurt_fn_n,hurt_fp_n,stage1_n,stage1_accuracy,stage1_balanced_accuracy,stage1_f1,stage1_sensitivity_high,stage1_specificity_low,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage1_auc,stage2_n,stage2_accuracy,stage2_balanced_accuracy,stage2_f1,stage2_sensitivity_high,stage2_specificity_low,stage2_tn,stage2_fp,stage2_fn,stage2_tp,stage2_auc,automated_accuracy,automated_balanced_accuracy,automated_f1,automated_sensitivity_high,automated_specificity_low,automated_tn,automated_fp,automated_fn,automated_tp,automated_auc,system_if_reject_corrected_n,system_if_reject_corrected_accuracy,system_if_reject_corrected_balanced_accuracy,system_if_reject_corrected_f1,system_if_reject_corrected_sensitivity_high,system_if_reject_corrected_specificity_low,system_if_reject_corrected_tn,system_if_reject_corrected_fp,system_if_reject_corrected_fn,system_if_reject_corrected_tp,system_if_reject_corrected_auc,base_candidate,base_objective,target_accept_acc,gate,corrector,corrector_conf_min,include_quality,scope,fold_thresholds_json,external_base_threshold,external_base_selection_score
591,86.97%,86.36%,91.62%,533,90.19%,58,9.81%,0,0.00%,591,100.00%,6,10,0,6,10,0,533,89.68%,88.33%,0.8501362397820164,0.8387096774193549,0.9279538904899135,322,25,30,156,0.9213457903380744,58,55.17%,54.57%,0.6176470588235294,0.5675675675675675,0.5238095238095238,11,10,16,21,0.5405405405405406,86.29%,84.93%,0.8137931034482758,0.7937219730941704,0.904891304347826,333,35,46,177,0.9085530805225189,591,86.29%,84.93%,0.8137931034482758,0.7937219730941704,0.904891304347826,333,35,46,177,0.9085530805225189,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8734463276836159, ""threshold"": 0.605444109562813, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8740451487857712, ""threshold"": 0.6930920805503646, ""train_accept_n"": 427, ""train_accept_acc"": 0.9016393442622951}, {""fold_id"": 3, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8835176528712043, ""threshold"": 0.5527429651587554, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.36999999999999994, ""base_selection_score"": 0.8629954775206172, ""threshold"": 0.7184021359115279, ""train_accept_n"": 422, ""train_accept_acc"": 0.9004739336492891}, {""fold_id"": 5, ""base_threshold"": 0.32999999999999996, ""base_selection_score"": 0.8603313654541992, ""threshold"": 0.7656622065180473, ""train_accept_n"": 386, ""train_accept_acc"": 0.9015544041450777}]",,
591,85.79%,84.70%,89.17%,528,89.34%,63,10.66%,0,0.00%,591,100.00%,6,4,1,5,3,1,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,63,61.90%,62.50%,0.6,0.6666666666666666,0.5833333333333334,21,15,9,18,0.6440329218106996,86.13%,84.79%,0.8119266055045872,0.7937219730941704,0.9021739130434783,332,36,46,177,0.8871003119516475,591,86.13%,84.79%,0.8119266055045872,0.7937219730941704,0.9021739130434783,332,36,46,177,0.8871003119516475,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.22101734922974528, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551406, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320200344, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.29403728628758113, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702274, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,85.79%,84.70%,89.17%,528,89.34%,63,10.66%,0,0.00%,591,100.00%,6,4,1,5,3,1,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,63,61.90%,62.50%,0.6,0.6666666666666666,0.5833333333333334,21,15,9,18,0.6440329218106996,86.13%,84.79%,0.8119266055045872,0.7937219730941704,0.9021739130434783,332,36,46,177,0.8871003119516475,591,86.13%,84.79%,0.8119266055045872,0.7937219730941704,0.9021739130434783,332,36,46,177,0.8871003119516475,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.2210173492297453, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551386, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320196825, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.2940372862875795, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702277, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,85.79%,84.70%,89.17%,411,69.54%,180,30.46%,0,0.00%,591,100.00%,6,8,5,1,1,7,411,89.54%,89.22%,0.8802228412256268,0.8633879781420765,0.9210526315789473,210,18,25,158,0.9220592464768478,180,76.11%,71.25%,0.5376344086021505,0.625,0.8,112,28,15,25,0.7649999999999999,85.45%,84.78%,0.8097345132743363,0.820627802690583,0.875,322,46,40,183,0.8919379996100605,591,85.45%,84.78%,0.8097345132743363,0.820627802690583,0.875,322,46,40,183,0.8919379996100605,stack_logreg_c03_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.7692274575276645, ""train_accept_n"": 392, ""train_accept_acc"": 0.9005102040816326}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.8137055488602015, ""train_accept_n"": 331, ""train_accept_acc"": 0.9003021148036254}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.8067374663431786, ""train_accept_n"": 336, ""train_accept_acc"": 0.9017857142857143}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.8342405724156584, ""train_accept_n"": 313, ""train_accept_acc"": 0.9009584664536742}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.8556143332622523, ""train_accept_n"": 273, ""train_accept_acc"": 0.9010989010989011}]",,
591,85.79%,84.70%,89.17%,411,69.54%,180,30.46%,0,0.00%,591,100.00%,6,8,5,1,1,7,411,89.54%,89.22%,0.8802228412256268,0.8633879781420765,0.9210526315789473,210,18,25,158,0.9220592464768478,180,76.11%,71.25%,0.5376344086021505,0.625,0.8,112,28,15,25,0.7649999999999999,85.45%,84.78%,0.8097345132743363,0.820627802690583,0.875,322,46,40,183,0.8919379996100605,591,85.45%,84.78%,0.8097345132743363,0.820627802690583,0.875,322,46,40,183,0.8919379996100605,stack_logreg_c03_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.7692274575276645, ""train_accept_n"": 392, ""train_accept_acc"": 0.9005102040816326}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.8137055488602015, ""train_accept_n"": 331, ""train_accept_acc"": 0.9003021148036254}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.8067374663431786, ""train_accept_n"": 336, ""train_accept_acc"": 0.9017857142857143}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.8342405724156584, ""train_accept_n"": 313, ""train_accept_acc"": 0.9009584664536742}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.8556143332622523, ""train_accept_n"": 273, ""train_accept_acc"": 0.9010989010989011}]",,
591,78.00%,76.68%,86.00%,460,77.83%,131,22.17%,0,0.00%,591,100.00%,62,13,21,41,5,8,460,88.26%,85.94%,0.8291139240506329,0.7705882352941177,0.9482758620689655,275,15,39,131,0.9081135902636917,131,79.39%,79.97%,0.7652173913043478,0.8301886792452831,0.7692307692307693,60,18,9,44,0.851233671988389,86.29%,84.75%,0.8120649651972158,0.7847533632286996,0.9103260869565217,335,33,48,175,0.899395593682979,591,86.29%,84.75%,0.8120649651972158,0.7847533632286996,0.9103260869565217,335,33,48,175,0.899395593682979,prob_mean_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.4067659227976963, ""train_accept_n"": 370, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.37953727325890535, ""train_accept_n"": 360, ""train_accept_acc"": 0.9}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.3460804992305204, ""train_accept_n"": 383, ""train_accept_acc"": 0.9007832898172323}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.41380446571040125, ""train_accept_n"": 356, ""train_accept_acc"": 0.901685393258427}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.4448174992627413, ""train_accept_n"": 347, ""train_accept_acc"": 0.9020172910662824}]",,
591,86.63%,85.38%,90.37%,453,76.65%,138,23.35%,0,0.00%,591,100.00%,3,9,3,0,1,8,453,89.62%,88.86%,0.8676056338028169,0.850828729281768,0.9264705882352942,252,20,27,154,0.92811585960351,138,72.46%,70.16%,0.5869565217391305,0.6428571428571429,0.7604166666666666,73,23,15,27,0.7668650793650793,85.62%,84.74%,0.8098434004474273,0.8116591928251121,0.8831521739130435,325,43,42,181,0.9039164554494054,591,85.62%,84.74%,0.8098434004474273,0.8116591928251121,0.8831521739130435,325,43,42,181,0.9039164554494054,stack_extra_d3_core,balanced_accuracy,0.9,base_conf,corr_extra,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.6062030090050835, ""train_accept_n"": 421, ""train_accept_acc"": 0.9002375296912114}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.6617419996926284, ""train_accept_n"": 354, ""train_accept_acc"": 0.9011299435028248}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.6056020703142276, ""train_accept_n"": 421, ""train_accept_acc"": 0.9002375296912114}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.6811422831630728, ""train_accept_n"": 343, ""train_accept_acc"": 0.9008746355685131}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.6975802395763828, ""train_accept_n"": 321, ""train_accept_acc"": 0.9003115264797508}]",,
591,85.79%,84.70%,89.17%,528,89.34%,63,10.66%,0,0.00%,591,100.00%,8,6,1,7,4,2,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,63,61.90%,62.04%,0.5862068965517241,0.6296296296296297,0.6111111111111112,22,14,10,17,0.6851851851851851,86.13%,84.71%,0.8110599078341014,0.7892376681614349,0.904891304347826,333,35,47,176,0.8946188340807174,591,86.13%,84.71%,0.8110599078341014,0.7892376681614349,0.904891304347826,333,35,47,176,0.8946188340807174,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.2210173492297453, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551386, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320196825, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.2940372862875795, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702277, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,86.97%,86.36%,91.62%,533,90.19%,58,9.81%,0,0.00%,591,100.00%,4,10,0,4,10,0,533,89.68%,88.33%,0.8501362397820164,0.8387096774193549,0.9279538904899135,322,25,30,156,0.9213457903380744,58,51.72%,49.81%,0.6,0.5675675675675675,0.42857142857142855,9,12,16,21,0.5546975546975548,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.9154501364788459,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.9154501364788459,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_extra,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8734463276836159, ""threshold"": 0.605444109562813, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8740451487857712, ""threshold"": 0.6930920805503646, ""train_accept_n"": 427, ""train_accept_acc"": 0.9016393442622951}, {""fold_id"": 3, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8835176528712043, ""threshold"": 0.5527429651587554, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.36999999999999994, ""base_selection_score"": 0.8629954775206172, ""threshold"": 0.7184021359115279, ""train_accept_n"": 422, ""train_accept_acc"": 0.9004739336492891}, {""fold_id"": 5, ""base_threshold"": 0.32999999999999996, ""base_selection_score"": 0.8603313654541992, ""threshold"": 0.7656622065180473, ""train_accept_n"": 386, ""train_accept_acc"": 0.9015544041450777}]",,
591,86.63%,85.38%,90.37%,515,87.14%,76,12.86%,0,0.00%,591,100.00%,8,11,2,6,6,5,515,88.74%,86.75%,0.8361581920903954,0.7956989247311828,0.939209726443769,309,20,38,148,0.9100075170768376,76,68.42%,68.54%,0.6923076923076923,0.7297297297297297,0.6410256410256411,25,14,10,27,0.7463617463617465,86.13%,84.62%,0.8101851851851852,0.7847533632286996,0.907608695652174,334,34,48,175,0.8925350945603432,591,86.13%,84.62%,0.8101851851851852,0.7847533632286996,0.907608695652174,334,34,48,175,0.8925350945603432,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.25629218681011945, ""train_accept_n"": 426, ""train_accept_acc"": 0.9014084507042254}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.26393839833124094, ""train_accept_n"": 411, ""train_accept_acc"": 0.9002433090024331}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.23957699561265627, ""train_accept_n"": 430, ""train_accept_acc"": 0.9}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.31933859020219885, ""train_accept_n"": 402, ""train_accept_acc"": 0.900497512437811}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.3362888723407052, ""train_accept_n"": 397, ""train_accept_acc"": 0.9017632241813602}]",,
591,86.63%,85.38%,90.37%,515,87.14%,76,12.86%,0,0.00%,591,100.00%,8,11,2,6,6,5,515,88.74%,86.75%,0.8361581920903954,0.7956989247311828,0.939209726443769,309,20,38,148,0.9100075170768376,76,68.42%,68.54%,0.6923076923076923,0.7297297297297297,0.6410256410256411,25,14,10,27,0.7463617463617465,86.13%,84.62%,0.8101851851851852,0.7847533632286996,0.907608695652174,334,34,48,175,0.8925350945603432,591,86.13%,84.62%,0.8101851851851852,0.7847533632286996,0.907608695652174,334,34,48,175,0.8925350945603432,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.25629218681011906, ""train_accept_n"": 426, ""train_accept_acc"": 0.9014084507042254}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.26393839833124116, ""train_accept_n"": 411, ""train_accept_acc"": 0.9002433090024331}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.2395769956126662, ""train_accept_n"": 430, ""train_accept_acc"": 0.9}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.31933859020220295, ""train_accept_n"": 402, ""train_accept_acc"": 0.900497512437811}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.3362888723403645, ""train_accept_n"": 397, ""train_accept_acc"": 0.9017632241813602}]",,
591,85.79%,84.70%,89.17%,528,89.34%,63,10.66%,0,0.00%,591,100.00%,7,6,1,6,4,2,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,63,60.32%,60.65%,0.576271186440678,0.6296296296296297,0.5833333333333334,21,15,10,17,0.6923868312757202,85.96%,84.57%,0.8091954022988506,0.7892376681614349,0.9021739130434783,332,36,47,176,0.8946675765256384,591,85.96%,84.57%,0.8091954022988506,0.7892376681614349,0.9021739130434783,332,36,47,176,0.8946675765256384,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.22101734922974528, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551406, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320200344, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.29403728628758113, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702274, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,78.00%,76.68%,86.00%,460,77.83%,131,22.17%,0,0.00%,591,100.00%,61,13,20,41,5,8,460,88.26%,85.94%,0.8291139240506329,0.7705882352941177,0.9482758620689655,275,15,39,131,0.9081135902636917,131,78.63%,79.03%,0.7543859649122807,0.8113207547169812,0.7692307692307693,60,18,10,43,0.8502660861151426,86.13%,84.53%,0.8093023255813954,0.7802690582959642,0.9103260869565217,335,33,49,174,0.8988228699551569,591,86.13%,84.53%,0.8093023255813954,0.7802690582959642,0.9103260869565217,335,33,49,174,0.8988228699551569,prob_mean_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.4067659227976963, ""train_accept_n"": 370, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.37953727325890535, ""train_accept_n"": 360, ""train_accept_acc"": 0.9}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.34608049923051604, ""train_accept_n"": 383, ""train_accept_acc"": 0.9007832898172323}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.4138044657104113, ""train_accept_n"": 356, ""train_accept_acc"": 0.901685393258427}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.44481749926268627, ""train_accept_n"": 347, ""train_accept_acc"": 0.9020172910662824}]",,
591,78.00%,76.68%,86.00%,311,52.62%,280,47.38%,0,0.00%,591,100.00%,58,13,21,37,4,9,311,89.39%,88.53%,0.8558951965065502,0.8521739130434782,0.9183673469387755,180,16,17,98,0.9272848269742681,280,81.43%,79.72%,0.75,0.7222222222222222,0.872093023255814,150,22,30,78,0.8414082687338502,85.62%,84.30%,0.8054919908466819,0.7892376681614349,0.8967391304347826,330,38,47,176,0.8838833105868591,591,85.62%,84.30%,0.8054919908466819,0.7892376681614349,0.8967391304347826,330,38,47,176,0.8838833105868591,prob_mean_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.6839257244181921, ""train_accept_n"": 255, ""train_accept_acc"": 0.9019607843137255}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.6808556049770222, ""train_accept_n"": 256, ""train_accept_acc"": 0.90234375}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.6879373118023747, ""train_accept_n"": 252, ""train_accept_acc"": 0.9007936507936508}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.6879373118023747, ""train_accept_n"": 251, ""train_accept_acc"": 0.900398406374502}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.7139053973344363, ""train_accept_n"": 226, ""train_accept_acc"": 0.9026548672566371}]",,
591,78.00%,76.68%,86.00%,311,52.62%,280,47.38%,0,0.00%,591,100.00%,58,13,21,37,4,9,311,89.39%,88.53%,0.8558951965065502,0.8521739130434782,0.9183673469387755,180,16,17,98,0.9272848269742681,280,81.43%,79.72%,0.75,0.7222222222222222,0.872093023255814,150,22,30,78,0.8414082687338502,85.62%,84.30%,0.8054919908466819,0.7892376681614349,0.8967391304347826,330,38,47,176,0.8838833105868591,591,85.62%,84.30%,0.8054919908466819,0.7892376681614349,0.8967391304347826,330,38,47,176,0.8838833105868591,prob_mean_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.6839257244181921, ""train_accept_n"": 255, ""train_accept_acc"": 0.9019607843137255}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.6808556049770222, ""train_accept_n"": 256, ""train_accept_acc"": 0.90234375}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.6879373118023747, ""train_accept_n"": 252, ""train_accept_acc"": 0.9007936507936508}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.6879373118023747, ""train_accept_n"": 251, ""train_accept_acc"": 0.900398406374502}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.7139053973344363, ""train_accept_n"": 226, ""train_accept_acc"": 0.9026548672566371}]",,
591,80.71%,79.30%,87.48%,356,60.24%,235,39.76%,0,0.00%,591,100.00%,47,19,18,29,6,13,356,90.17%,89.30%,0.8727272727272727,0.851063829787234,0.9348837209302325,201,14,21,120,0.9332013854527461,235,78.30%,75.98%,0.6871165644171779,0.6829268292682927,0.8366013071895425,128,25,26,56,0.7932408735852063,85.45%,84.16%,0.8036529680365296,0.7892376681614349,0.8940217391304348,329,39,47,176,0.8760357769545721,591,85.45%,84.16%,0.8036529680365296,0.7892376681614349,0.8940217391304348,329,39,47,176,0.8760357769545721,robust_prob,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8124293785310734, ""threshold"": 0.6508422790462138, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 2, ""base_threshold"": 0.57, ""base_selection_score"": 0.7991107057348079, ""threshold"": 0.6522689901181483, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 3, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8168395849960095, ""threshold"": 0.6597392025456115, ""train_accept_n"": 292, ""train_accept_acc"": 0.9006849315068494}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.8042127465511344, ""threshold"": 0.6574600983635296, ""train_accept_n"": 295, ""train_accept_acc"": 0.9016949152542373}, {""fold_id"": 5, ""base_threshold"": 0.4749999999999999, ""base_selection_score"": 0.7943248904970481, ""threshold"": 0.6920803983339737, ""train_accept_n"": 252, ""train_accept_acc"": 0.9007936507936508}]",,
